paper	date	headline
Sidney Herald	2016-10-06	Sidney residents among liquor lottery winners
Sidney Herald	2016-10-06	Sidney shines as golf tourney host
Sidney Herald	2016-10-06	Tickets on sale now for annual Wine and Food Festival in Sidney
Sidney Herald	2016-10-06	Zinke to visit eastern Montana
Sidney Herald	2016-10-06	The Guardians Foundation helps veterans obtain jobs in oilfield
Sidney Herald	2016-10-06	Three sentenced in Montana meth conspiracy
Sidney Herald	2016-10-06	Treasure hunt is new event at this year?s Festival
Sidney Herald	2016-10-06	Two generation of teachers support Fairview community, school system
Sidney Herald	2016-10-06	Two parades scheduled for Saturday
Sidney Herald	2016-10-06	Two potential ballot issues deal with marijuana in Montana
Sidney Herald	2016-10-15	BLM seeks comments on proposed change to oil, gas regulations
Sidney Herald	2016-10-15	Cold Hard Cash Show set for Saturday night in Fairview
Sidney Herald	2016-10-15	Donations needed for new backpack program in Sidney
Sidney Herald	2016-10-15	Fairview School to be featured on this year?s Festival button
Sidney Herald	2016-10-15	Fairview Schools celebrate 100 years at Fairview Festival
Sidney Herald	2016-10-15	Fort Buford 6th Infantry re-enactment planned for weekend
Sidney Herald	2016-10-15	Gas prices increase slightly in Montana
Sidney Herald	2016-10-15	Harvard study covers use of hand sanitizer
Sidney Herald	2016-10-15	Property owners can prepare to experience higher taxes
Sidney Herald	2016-10-15	Scheule of events
Sidney Herald	2016-10-15	School history
Sidney Herald	2016-10-15	Sidney Chamber announces plans for Christmas Stroll, Parade of Lights
Sidney Herald	2016-10-15	Sunrise Village nears completion of phase one
Sidney Herald	2016-10-20	Area officials discuss infrastructure possibilities
Sidney Herald	2016-10-20	Businesses urged to decorate windows for Red Ribbon Week
Sidney Herald	2016-10-20	Commodities to be distributed on Oct. 30
Sidney Herald	2016-10-20	Davidsen family remembers on anniversary of brother?s death
Sidney Herald	2016-10-20	Family needs support after cancer diagnosis
Sidney Herald	2016-10-20	FWP announces new regional superintendents
Sidney Herald	2016-10-20	Local efforts protect species, respect landowners in nation
Sidney Herald	2016-10-20	Masons elect officers
Sidney Herald	2016-10-20	Online seminars from nationwide tax forums now available
Sidney Herald	2016-10-20	Red Ribbon Week event set for Tuesday
Sidney Herald	2016-10-20	Show to spotlight H.G. Wells
Sidney Herald	2016-10-20	Successful harvest requires assistance from out-of-state workers
Sidney Herald	2016-10-20	Tester helps secure $20 million for rural electric
Sidney Herald	2016-10-27	Bethel shooter threatened staff in Williston
Sidney Herald	2016-10-27	Boys & Girls Club seeks to increase numbers for middle school program
Sidney Herald	2016-10-27	Changes anticipated in beer industry
Sidney Herald	2016-10-27	Girl Scouts ask adults to take part in National Stand Beside Her Movement
Sidney Herald	2016-10-27	Montana Chamber elects new leadership for year
Sidney Herald	2016-10-27	Remember special rules apply when hunting on Corps land
Sidney Herald	2016-10-27	Residents need to prepare for flu season
Sidney Herald	2016-10-27	Retail gas prices fall in Montana during week
Sidney Herald	2016-10-27	Robber sentenced in federal court
Sidney Herald	2016-10-27	Sidney man faces meth charges
Sidney Herald	2016-10-27	Silver Bells set for Nov. 14
Sidney Herald	2016-11-03	Area residents concerned with tax statements
Sidney Herald	2016-11-03	Family sues oil company for death
Sidney Herald	2016-11-03	Mission work takes on different look
Sidney Herald	2016-11-03	Montana football teams spend plenty of time on the road
Sidney Herald	2016-11-03	Plans being made for new emergency tower
Sidney Herald	2016-11-03	Resident says care is great at Extended Care
Sidney Herald	2016-11-03	Williston celebrates new walking downtown area
Sidney Herald	2016-11-03	With addition of bike lanes, riders need to remember rules of the road
Sidney Herald	2016-11-03	Wagon Wheel residents dealing with drainage, road problems
Sidney Herald	2016-11-10	Bootleggers Ball organizers look for non-profit recipients
Sidney Herald	2016-11-10	County makes selection for new fire hall
Sidney Herald	2016-11-10	Gambling revenue down in city, county
Sidney Herald	2016-11-10	How you can stay warm this winter ? or help others
Sidney Herald	2016-11-10	Man sentenced for burglary counts
Sidney Herald	2016-11-10	Miller?s Meals offer full courses
Sidney Herald	2016-11-10	Officials angry with pipeline decision
Sidney Herald	2016-11-10	Red Ribbon Committee thanks community for its support
Sidney Herald	2016-11-10	SBA looking for small business deserving recognition
Sidney Herald	2016-11-10	Sidney native finds great happiness by teaching in Guatemala
Sidney Herald	2016-11-10	Silver Bells continue to ring in Fairview
Sidney Herald	2016-11-10	Sidney High School?s art class features car hoods, motorcycle helmets, boards
Sidney Herald	2016-11-10	Students earn honors at home meet
Sidney Herald	2016-11-10	Train ND-Northwest receives two awards since move to new location
Sidney Herald	2016-11-10	?Photographs and Memories? theme for MonDak Christmas on Dec. 6
Sidney Herald	2016-11-17	Bakken Briefs
Sidney Herald	2016-11-17	Company offers service to air travelers
Sidney Herald	2016-11-17	Entryways now open for Sunrise Village
Sidney Herald	2016-11-17	Glendive man plays roles on mission trips
Sidney Herald	2016-11-17	Johnston posts bail
Sidney Herald	2016-11-17	Montana PSC Commissioner Kavulla elected president of national group
Sidney Herald	2016-11-17	New airport manager is anything but new to flying
Sidney Herald	2016-11-17	New business rises from old day job
Sidney Herald	2016-11-17	Reception planned Saturday for exhibit at MonDak Heritage Center
Sidney Herald	2016-11-17	Red Ribbon Week has plenty to be thankful for in community
Sidney Herald	2016-11-17	SEA expresses concerns with pay
Sidney Herald	2016-11-25	Daines: Clean Power plan is ?job killer?
Sidney Herald	2016-11-25	Despite disability, Sheehan is living life to its fullest
Sidney Herald	2016-11-25	Ekalaka ? Beautiful outpost in far eastern Montana
Sidney Herald	2016-11-25	Local businesses gear up for Small Business Saturday sales
Sidney Herald	2016-11-25	MonDak Ag Days moves to March
Sidney Herald	2016-11-25	Montana legislators receive update on financial conditions
Sidney Herald	2016-11-25	Nominations sought for Outdoor Hall of Fame
Sidney Herald	2016-11-25	Real property taxes due Monday
Sidney Herald	2016-11-25	Stockgrowers present awards
Sidney Herald	2016-11-25	Stroll, Parade of Lights set for Saturday
Sidney Herald	2016-12-01	Christmas season starts well in Sidney
Sidney Herald	2016-12-01	Community Christmas Concert set for Sunday
Sidney Herald	2016-12-01	Community deals with death of student
Sidney Herald	2016-12-01	County approves new growth policy
Sidney Herald	2016-12-01	Father Ned, Kesslers enjoy many experiences during trip to Ireland
Sidney Herald	2016-12-01	Internationally renowned Catholic evangelizer to speak at University of Mary during March
Sidney Herald	2016-12-01	IRS offers tax tips to avoid identity theft
Sidney Herald	2016-12-01	Local resident attends candidate school in Helena
Sidney Herald	2016-12-01	Richland Opportunities announces addition of home
Sidney Herald	2016-12-08	Fifteen-week old suffers with heart defect
Sidney Herald	2016-12-08	Man charged with assault with weapon
Sidney Herald	2016-12-08	New cancer control program coordinator planning ahead for bra auction
Sidney Herald	2016-12-08	Sidney native releases book
Sidney Herald	2016-12-08	Wrestling tournament benefits community
Sidney Herald	2016-12-15	Dr. O?Neal making a splash for women with cancer
Sidney Herald	2016-12-15	El Niño plays with Christmas in Montana
Sidney Herald	2016-12-15	Fairview residents spread Christmas cheer
Sidney Herald	2016-12-15	Potential candidate for governor makes visit to Sidney
Sidney Herald	2016-12-15	Zinke helps lift crude oil exports ban
Sidney Herald	2016-12-22	Average gas prices keep falling in Montana
Sidney Herald	2016-12-22	Daines keeps fighting against Obama?s regulations
Sidney Herald	2016-12-22	Fines double for DUI offenses in state
Sidney Herald	2016-12-22	Letters to Santa
Sidney Herald	2016-12-22	Montana senators vote against $1.1 trillion federal spending bill
Sidney Herald	2016-12-22	School officials pleased with investments made during last decade
Sidney Herald	2016-12-22	Sidney man dies in two-vehicle accident
Sidney Herald	2016-12-22	Sidney merchants report slower holiday season
Sidney Herald	2016-12-22	State to relinquish management of Hell Creek State Park
Sidney Herald	2016-12-22	State?s unemployment rates drops
Sidney Herald	2016-12-22	Year in Review: Awards among highlights in county during first three months of 2015
Sidney Herald	2016-12-29	Fairview woman enjoys creating realistic dolls
Sidney Herald	2016-12-29	Judge puts curfew on Johnston
Sidney Herald	2016-12-29	Man dies in snowmobile accident
Sidney Herald	2016-12-29	MonDak Relay for Life plans event
Sidney Herald	2016-12-29	MSU film school alumnus featured in American Cinematographer magazine
Sidney Herald	2016-12-29	Switzer selected to national board
Sidney Herald	2016-12-29	Woman fails to show up for sentencing hearings
Sidney Herald	2016-12-29	Year in review: Man charged with homicide, tax concerns among headlines during 2015
Sidney Herald	2016-01-05	Billings Clinic offers workshop to prepare students for Science Expo
Sidney Herald	2016-01-05	Cattle series starting in eastern Montana
Sidney Herald	2016-01-05	Cattleman's Ball Feb. 20
Sidney Herald	2016-01-05	Changes taking place at Richland Housing Authority
Sidney Herald	2016-01-05	Cooney appointed as state?s new lieutenant governor
Sidney Herald	2016-01-05	Gas prices drop in Montana
Sidney Herald	2016-01-05	Man sentenced for possession of dangerous drugs
Sidney Herald	2016-01-05	Two Sidney businesses receive dividend checks
Sidney Herald	2016-01-05	Youth mental health First Aid training scheduled
Sidney Herald	2016-01-12	Hidden gems at the library
Sidney Herald	2016-01-20	Confluence is where the bite is ? for now
Sidney Herald	2016-01-20	Downton Abbey Tea party invitation
Sidney Herald	2016-01-20	For the daring dryland farmer ? intercropping
Sidney Herald	2016-01-20	Havre students find ice fishing to be especially fickle fun
Sidney Herald	2016-01-20	MonDak Relay for Life event moved up
Sidney Herald	2016-01-20	Montanans travel to Spokane to testify
Sidney Herald	2016-01-20	Valinor plays the MonDak
Sidney Herald	2016-01-20	Weeds could mean trouble
Sidney Herald	2016-01-26	Bullock makes new committee appointments
Sidney Herald	2016-01-26	Candlelight vigil Friday to raise awareness of the dangers of drugs, alcohol
Sidney Herald	2016-01-26	City will dedicate new Boys and Girls Club to Alton Hillesland
Sidney Herald	2016-01-26	GasBuddy reveals cheapest Montana gas places for 2015
Sidney Herald	2016-01-26	Local bra auction is taking shape
Sidney Herald	2016-01-26	Montana Digital Company Releases ?Wandering App?
Sidney Herald	2016-01-26	Musket oil spill suspects vandalism
Sidney Herald	2016-01-26	Nurse practitioners more common in rural areas
Sidney Herald	2016-01-26	Tester has high hopes for 2016 political year
Sidney Herald	2016-02-02	Anti-legal pot group visits county
Sidney Herald	2016-02-02	Business briefs
Sidney Herald	2016-02-02	Expanding a popular program
Sidney Herald	2016-02-02	Montana booking photos must be released to media
Sidney Herald	2016-02-02	Montana Right to Work?s involvement in elections detailed in documents
Sidney Herald	2016-02-02	Senate District 18 up for grabs?
Sidney Herald	2016-02-10	A ?Curious? kind of deer
Sidney Herald	2016-02-10	Gustafson earns Drama Coach of the Year
Sidney Herald	2016-02-10	Musket Dore oil spill at 3k gallons
Sidney Herald	2016-02-10	Savage?s Miller signs with DSU
Sidney Herald	2016-02-10	Sidney chapter works to grow members, improve the habitat of the mule deer
Sidney Herald	2016-02-10	Truck collided with home
Sidney Herald	2016-02-17	Froid native Norgard earns Resident of the Year
Sidney Herald	2016-02-17	High winds predicted for Thursday
Sidney Herald	2016-02-17	MonDak Heritage Center has new scholarship
Sidney Herald	2016-02-17	Richland Rockets among food bank?s recent helpers
Sidney Herald	2016-02-17	Sidney?s Dean grabs state title at 103 pounds
Sidney Herald	2016-02-17	SNOWBIRDS FLY BY
Sidney Herald	2016-02-24	Big Sky meets 3D printing
Sidney Herald	2016-02-24	City, County work on housing project for law enforcement
Sidney Herald	2016-03-02	Big city dental tech comes to town
Sidney Herald	2016-03-02	State will inspect vaping stores
Sidney Herald	2016-03-09	Intake dam permit gets a nod
Sidney Herald	2016-03-09	Saluting Sidney?s best
Sidney Herald	2016-03-23	Amtrak eyes Culbertson stop
Sidney Herald	2016-03-23	Verify opening dates for Wildlife Management Area
Sidney Herald	2016-03-30	Lowry wanted on two warrants
Sidney Herald	2016-03-30	?Oilfield on the water? pulls in to Sidney
Sidney Herald	2016-03-30	Prairie potholes stuck in EPA?s spin
Sidney Herald	2016-03-30	Real fossilized T. rex to be featured at museum
Sidney Herald	2016-03-30	Rosendale looks forward to passing budget bill
Sidney Herald	2016-03-30	Second Color Race scheduled in Sidney
Sidney Herald	2016-03-30	Senate injects money into budget bill
Sidney Herald	2016-03-30	Sidney residents enjoy third warmest March in history
Sidney Herald	2016-04-08	Airman graduates from training
Sidney Herald	2016-04-08	Brown Bagger ends series of programs
Sidney Herald	2016-04-08	City hopes to help pay for fire hall
Sidney Herald	2016-04-08	Commercial use Unmanned Aircraft Systems reach Bakken
Sidney Herald	2016-04-08	Foster family training available
Sidney Herald	2016-04-08	Governor feels his proposal still works best for communities? needs
Sidney Herald	2016-04-08	Home safety tips, Alzheimer?s caregiving
Sidney Herald	2016-04-08	Laslovich announces campaign for state auditor
Sidney Herald	2016-04-08	Medicine Lake National Wildlife Refuge: Stunning prairie oasis
Sidney Herald	2016-04-08	Montana State Parks expands campsite reservations availability
Sidney Herald	2016-04-08	MSU publishes findings about liver?s backup system
Sidney Herald	2016-04-08	Shooting range development grant deadline nears
Sidney Herald	2016-04-08	Steering committee to concentrate on community complex project
Sidney Herald	2016-04-08	Trustees make personnel decisions
Sidney Herald	2016-04-15	Certified Insurance Counselors honor Seitz
Sidney Herald	2016-04-15	City officials urge legislators to provide help
Sidney Herald	2016-04-15	FWP lifts fish-consumption advisory
Sidney Herald	2016-04-15	Irrigation project?s saga continues
Sidney Herald	2016-04-15	Knudsen discusses recent legislative action
Sidney Herald	2016-04-15	Lawmakers advance Medicaid expansion, new state budget
Sidney Herald	2016-04-15	Leadership class to hold graduation April 29
Sidney Herald	2016-04-15	Let?s become healthiest nation in one generation
Sidney Herald	2016-04-15	Residents can receive free trees
Sidney Herald	2016-04-15	Rosendale provides eulogy for Halvorson
Sidney Herald	2016-04-15	Sentencing on Spell set for Friday
Sidney Herald	2016-04-20	Bring out the bras
Sidney Herald	2016-04-20	Fairview gets a breakfast spot
Sidney Herald	2016-04-20	Presidential race to return to Montana
Sidney Herald	2016-04-27	Political play
Sidney Herald	2016-05-04	Results for Sidney, Savage, Fairview and Richey school board elections released
Sidney Herald	2016-05-04	Tree nation grows
Sidney Herald	2016-05-11	It takes a village
Sidney Herald	2016-05-18	Back home by popular demand
Sidney Herald	2016-05-18	Catch ?em if you can
Sidney Herald	2016-05-18	Come Taste the World
Sidney Herald	2016-05-18	Ler appointed to state commission
Sidney Herald	2016-05-18	Meet the Gold Diggers
Sidney Herald	2016-05-18	Messer was re-elected to MEDA Board
Sidney Herald	2016-05-18	School board nixes activities director
Sidney Herald	2016-05-18	The IRS scam call
Sidney Herald	2016-05-25	Appealing your property?s valuation
Sidney Herald	2016-05-25	Bow Hunter Education Course offered
Sidney Herald	2016-05-25	Carlsen ROI employee of year
Sidney Herald	2016-05-25	Fort Peck Reservoir Walleye Spawn Egg-take Effort a Success
Sidney Herald	2016-05-25	May is asthma awareness month
Sidney Herald	2016-05-25	National Prevention Week
Sidney Herald	2016-06-01	Art goes boom
Sidney Herald	2016-06-01	Memorial Day program goes on despite rain
Sidney Herald	2016-06-01	Pool has new costs
Sidney Herald	2016-06-08	Debate is drawing a bullseye on beets
Sidney Herald	2016-06-08	Four candidates already lined up for new Activities Director
Sidney Herald	2016-06-08	Help with arthritis
Sidney Herald	2016-06-08	Paddlefishing season to close Friday night
Sidney Herald	2016-06-08	Return of Fort Union
Sidney Herald	2016-06-08	Reward offered for information on vandalism
Sidney Herald	2016-06-08	Washington man sentenced for killing Montana grizzly
Sidney Herald	2016-06-15	Name that bus
Sidney Herald	2016-06-15	Rendezvous returns
Sidney Herald	2016-06-15	Staffanson, Hinebauch look ahead after win
Sidney Herald	2016-06-22	Iverson marks 40 years at SHC
Sidney Herald	2016-06-22	Stockman Bank announces ribbon cutting
Sidney Herald	2016-06-29	Battle begins for LYIP
Sidney Herald	2016-06-29	EARC hosts irrigated field day
Sidney Herald	2016-06-29	Prehistoric visitors boost modern-day science
Sidney Herald	2016-06-29	Weather seems to skip a beat
Sidney Herald	2016-07-06	DeMolay leader
Sidney Herald	2016-07-06	Richey plans for centennial celebration
Sidney Herald	2016-07-06	Wings of Freedom Air Show taking shape for Sidney
Sidney Herald	2016-07-13	Clay Plottery
Sidney Herald	2016-07-13	Grandmother-granddaughter team plans cute fundraiser
Sidney Herald	2016-07-13	Man charged with bail jumping
Sidney Herald	2016-07-19	Kids in the spotlight
Sidney Herald	2016-07-19	Residents look forward to having Moores at Pizza House
Sidney Herald	2016-07-19	Trout Unlimited?s view on Intake
Sidney Herald	2016-07-27	Fate of LYIP a step nearer
Sidney Herald	2016-08-03	Air show set for Sept. 24-25
Sidney Herald	2016-08-03	Enhanced oil recovery receives funding boost
Sidney Herald	2016-08-03	Food bank in need of donations
Sidney Herald	2016-08-03	Friend of Public Health Award presented
Sidney Herald	2016-08-03	Juneau, Zinke agree to four political debates
Sidney Herald	2016-08-03	Man charged with 2013 assault
Sidney Herald	2016-08-03	Model behavior
Sidney Herald	2016-08-03	Moreno selected new AD
Sidney Herald	2016-08-17	Bakken briefs
Sidney Herald	2016-08-17	Colstrip United gives faces of coal
Sidney Herald	2016-08-17	Crime rate stays steady in Richland County
Sidney Herald	2016-08-17	Gas prices remain steady in Montana
Sidney Herald	2016-08-17	Man faces multiple sex related charges
Sidney Herald	2016-08-17	MDU anticipates return to service this week
Sidney Herald	2016-08-17	Medicare selects health centers for project
Sidney Herald	2016-08-17	Nominations sought for outstanding Montanans
Sidney Herald	2016-08-17	Suicide prevention
Sidney Herald	2016-08-17	Tioga drone camp successful
Sidney Herald	2016-08-24	Battling it out
Sidney Herald	2016-08-24	Celebrate National Park Service Centennial at Fort Union Trading Post historic location
Sidney Herald	2016-08-24	Discussion continues for Amtrak stop in Culbertson
Sidney Herald	2016-08-24	Event planned to improve your health
Sidney Herald	2016-08-24	Fort Peck Summer Theatre concludes season
Sidney Herald	2016-08-24	Montana?s unemployment rate stays steady
Sidney Herald	2016-08-24	Savage returns starters for volleyball campaign
Sidney Herald	2016-08-24	Simple ways to protect groundwater
Sidney Herald	2016-08-24	The art of choosing
Sidney Herald	2016-08-24	XTO Energy features strong charitable giving campaign
Sidney Herald	2016-08-30	Area's sugar beet crop still expected to be good one
Sidney Herald	2016-08-30	Behind the scenes of Region 7?s huge access program
Sidney Herald	2016-08-30	Fall E-rase Your E-waste event planned
Sidney Herald	2016-08-30	Fusion, Fairview competes at season-opening tournament
Sidney Herald	2016-08-30	School district provides some relief to taxpayers
Sidney Herald	2016-09-06	Annual meeting of Montana Petroleum Association informative, productive
Sidney Herald	2016-09-06	Benefit planned at Moose Lodge as baby struggles with heart problems
Sidney Herald	2016-09-06	More oil heading for NorthStar
Sidney Herald	2016-09-06	New police officer begins in Sidney
Sidney Herald	2016-09-06	Showing support
Sidney Herald	2016-09-13	Bob's HenHouse plans grand opening
Sidney Herald	2016-09-13	County develops driving policy
Sidney Herald	2016-09-13	Diversification, austerity, improved technology carrying oil industry through the downturn
Sidney Herald	2016-09-13	Group provides suicide prevention message
Sidney Herald	2016-09-13	New ICU school program helping students in Fairview
Sidney Herald	2016-09-13	Oil jobs flowing again in some areas
Sidney Herald	2016-09-13	Sidney OPA has new phone number
Sidney Herald	2016-09-13	Tester says he?s frustrated with politics of Washington
Sidney Herald	2016-09-21	Homemaker needed for program in county
Sidney Herald	2016-09-21	Johnston trial scheduled to take place next month in Sidney
Sidney Herald	2016-09-21	Moon rocks to be featured at astronomy festival
Sidney Herald	2016-09-21	Schedule set for air show
Sidney Herald	2016-09-21	Tester supports auction legislation
Sidney Herald	2016-03-16	Tester helps secure $6 million grant to assist homeless veterans
Montana Standard	2016-09-22	New eateries delayed but still on the way
Montana Standard	2016-09-22	Margaret Leary wins Butte's first-ever National Blue Ribbon award
Montana Standard	2016-09-22	Trustee Ferguson resigns, takes BHS hoops job
Montana Standard	2016-09-22	St. James' new state-of-the-art MRI scanner unveiled
Montana Standard	2016-09-22	Spell-off: County bee is Thursday at Tech
Montana Standard	2016-09-22	'Teacher and a healer': Butte's Dr. Pete Sorini dies at age 56; services Monday
Montana Standard	2016-09-22	Community mourns beloved neurosurgeon; services Monday for Pete Sorini
Montana Standard	2016-09-30	Judge approves sale of Copper King Hotel; could become apartments with pool
Montana Standard	2016-10-07	Butte legislator running for Public Service Commission
Montana Standard	2016-10-07	Zinke considering run for Speaker of the House
Montana Standard	2016-10-14	Governor wants 'to see some dirt moving' at Parrot by next summer
Montana Standard	2016-10-21	Ed McCarthy, unofficial king of Anaconda, dies
Montana Standard	2016-10-21	Weigh in now: How would you enhance West Park Street?
Montana Standard	2016-10-28	Snowy announcement: Vincent declares re-election bid for BSB chief executive
Montana Standard	2016-11-04	Butte WWII vet among Purple Heart recipients at Billings rededication
Montana Standard	2016-11-04	NCAT Energy Program director wins national award
Montana Standard	2016-11-04	New one full, old one empty? No buyer yet for NorthWestern buildings
Montana Standard	2016-11-11	BRIEF: Bullock: Work to be done on education, but 'sky is not falling'
Montana Standard	2016-11-11	Bullock noncommittal on opening Superfund talks
Montana Standard	2016-11-18	Accidents in the wings? Close calls, near misses at three Butte intersections
Montana Standard	2016-11-18	Attorney running for Butte city judge
Montana Standard	2016-11-18	Coalition gives away 1,500 gun locks, hopes to recruit 'mental health ambassadors'
Montana Standard	2016-11-25	 Big Sky Pride: Montanan Osweiler shows patience as he wins first two NFL starts at QB
Montana Standard	2016-11-25	BRIEF: Police investigating Dillon man found dead
Montana Standard	2016-11-25	Montana Pole Treatment plant preferred spot for county shops
Montana Standard	2016-12-02	Alano Club: For 37 years, a beacon of Butte sobriety
Montana Standard	2016-12-02	Too much to take: Vandals chase off gazebo from Clark Park
Montana Standard	2016-12-09	Latest sale price of empty Copper King Hotel: $1.2 million
Montana Standard	2016-12-09	Mile-high choice: Bring on the $288,000 fire truck anyway
Montana Standard	2016-12-16	Southwest Montana medical facilities boost local economy
Montana Standard	2016-12-23	State plans to dump Parrot tailings into the Berkeley Pit
Montana Standard	2016-12-23	Governor hails Tech's new four-year nursing program
Montana Standard	2016-12-23	Vincent to voters: 'We get stuff done'
Montana Standard	2016-12-30	Free Montana history class goes digital
Montana Standard	2016-12-30	Let there be lights: Field at Copper Mountain should be lit by May
Montana Standard	2016-01-13	Butte man who wins $90K Hot Lotto steps forward
Montana Standard	2016-01-13	Butte pool proposals now in commissioners' hands
Montana Standard	2016-01-13	Complaints about Parrot tailings loud, clear at forum
Montana Standard	2016-01-20	East Butte residents balk at zoning changes
Montana Standard	2016-01-20	Highlands mine has new co-owner; says project will continue
Montana Standard	2016-01-20	Students dive into science vs. religion and ask: Can they co-exist?
Montana Standard	2016-01-27	Police blotter: Woman accused of driving with suspended license
Montana Standard	2016-02-03	Billings man arrested for aiming pistol at male outside Butte strip club
Montana Standard	2016-02-03	Defendant's mother testifies against son in homicide trial
Montana Standard	2016-02-03	Governor hails Tech's new four-year nursing program
Montana Standard	2016-02-10	Blotter: cousins jailed, blood on walls, carrying drugs, gambling with drugs
Montana Standard	2016-02-10	Filing Update: Only one BSB council seat contested so far; several incumbents not challenged
Montana Standard	2016-02-24	New Highlands mine partner takes over day-to-day operations
Montana Standard	2016-02-24	Wind blows over truck, camper on I-15, see photo
Montana Standard	2016-03-16	Driver flees after car plunges into Alice Pit, passenger suffers minor injuries
Montana Standard	2016-03-22	Husband shot wife three times before killing himself, reports show
Montana Standard	2016-03-22	I pledge allegiance ... Butte school kids get crash course in patriotism
Montana Standard	2016-03-22	Noted chef Anthony Bourdain's show on Butte airs Sunday
Montana Standard	2016-04-06	Anaconda trustees vote 5-2 to close Dwyer Elementary, consolidate schools
Montana Standard	2016-04-06	Butte man caught in bank drive-through charged with forgery
Montana Standard	2016-04-06	MSU to pay O'Neill's canceled $28,000 speaking fee from general fund
Montana Standard	2016-04-13	Transient men tied to break-in of building used by roller derby team
Montana Standard	2016-04-20	Company challenging arsenic violations at Anaconda slag plant
Montana Standard	2016-04-20	Lost in limbo? Alta headframe might not have a new home after all
Montana Standard	2016-04-20	Police: Butte native Paul Joyce accidentally drove into reservoir
Montana Standard	2016-04-27	Missing Butte man identified; search continues in Madison County
Montana Standard	2016-04-27	Final school tallies: levies, Gallagher, Howery get thumbs up
Montana Standard	2016-04-27	With 2 precincts left to report: Gallagher, Howery and both levies getting thumbs-up
Montana Standard	2016-05-04	28 students receive $1,000 each for fulfilling Mariah's Challenge
Montana Standard	2016-05-04	Big hopes: Vacant Copper King hotel could come alive again; big give-away of contents Saturday
Montana Standard	2016-05-04	Montana high court: Matt Vincent did not break open meeting law in firing HR director
Montana Standard	2016-05-11	Stetzner in 3rd after Day 1 of Class B tournament
Montana Standard	2016-05-18	Coming soon: Bike lanes to the Flat
Montana Standard	2016-05-18	More about that wage data from governor candidate Gianforte
Montana Standard	2016-05-25	County may give Montana Tech two buildings from pole plant
Montana Standard	2016-05-25	Group of Republicans call for special session on campaign finance
Montana Standard	2016-06-01	Money didn't guarantee success in Tuesday's voting
Montana Standard	2016-06-01	With pool bond passed, question becomes: 'When can we go swimming?'
Montana Standard	2016-06-08	Council OKs $200,000 for Copper King; passes vacant building law
Montana Standard	2016-06-08	Recall vote set for mayor, four council members in Whitehall
Montana Standard	2016-06-15	New life? Two sagging BSB properties draw 10 rehab proposals
Montana Standard	2016-06-15	Pedal power: Butte bicyclists looking for great strides this summer
Montana Standard	2016-06-22	BSB official wants $100,000 loan to festivals waived
Montana Standard	2016-06-22	Dumas loan payback expected; four-plex redo plan given money
Montana Standard	2016-06-29	Council considers tax abatement for 'new and improved' Copper King Hotel
Montana Standard	2016-06-29	Not in my backyard: Neighbors oppose group home for ex-MDC clients
Montana Standard	2016-07-06	Early jump: New lobbying group to push infrastructure in Legislature
Montana Standard	2016-07-06	Hazardous spills, wildfires top new BSB disaster plan; meeting set Wednesday
Montana Standard	2016-07-06	Questions loom over EK Days two weeks out, but safety paramount
Montana Standard	2016-07-12	Butte-Silver Bow prepares pitch for new shops site as others weigh in
Montana Standard	2016-07-27	URA gives nod to parking garage price, loan for rest of Taco Del Sol building
Montana Standard	2016-08-03	Drivers, cyclists take note: There are laws for shared lanes
Montana Standard	2016-08-03	Work ahead: New road project on South Harrison could spill into next year
Montana Standard	2016-08-10	Hot topic: Proposal to triple Butte hotel tax stirs debate, questions
Montana Standard	2016-08-10	In lawsuit, ex-employee says Fort Benton hospital lied about scabies outbreak
Montana Standard	2016-08-10	NorthWestern Energy loses appeal of PSC decision
Montana Standard	2016-08-17	BSB Public Works pitches ways to raise $1.5 million more for roads
Montana Standard	2016-09-07	Police, prosecutors taking steps to curb Uptown panhandling
Montana Standard	2016-09-14	Montana Standard files lawsuit to end secrecy of Superfund negotiations
Montana Standard	2016-01-06	Anaconda preschool in the groove, thanks to $500K federal grant
Montana Standard	2016-01-06	Finding financial viability: Gift shop latest addition to historic Clark Chateau
Montana Standard	2016-03-09	Singing to the choir: Forum draws mostly advocates of Butte pool and lazy river
Bozeman Daily Chronicle	2016-09-23	Country needs a lesson in political language
Bozeman Daily Chronicle	2016-09-23	Fire consumes River Rock maintenance building
Bozeman Daily Chronicle	2016-09-23	Hospital files lawsuit against CEO search firm
Bozeman Daily Chronicle	2016-09-23	Fall color
Bozeman Daily Chronicle	2016-09-23	Volunteers 'fly signs' Saturday for Bozeman's winter homeless shelter
Bozeman Daily Chronicle	2016-09-23	Boom box grizzly bears memories
Bozeman Daily Chronicle	2016-09-23	A new way to tackle gun deaths
Bozeman Daily Chronicle	2016-09-23	Increased training leading to fastest year in Hawks history
Bozeman Daily Chronicle	2016-09-23	Montana Hope Project gifts hot tub to disabled Belgrade girl
Bozeman Daily Chronicle	2016-09-23	Veteran 'Cats backcourt hoping for healthy season
Bozeman Daily Chronicle	2016-09-23	Young girl a rapist?s worst nightmare
Bozeman Daily Chronicle	2016-09-23	Bobcats men land prep post, European guard
Bozeman Daily Chronicle	2016-09-23	Pounds 4 Hounds pet food drive starts Nov. 16
Bozeman Daily Chronicle	2016-09-23	Registration open for Huffing for Stuffing
